[15:14:06] [info] HAZEL: Creating window Hazel Editor (1600, 900)
[15:14:07] [info] HAZEL: OpenGL Info:
[15:14:07] [info] HAZEL:   Vendor: NVIDIA Corporation
[15:14:07] [info] HAZEL:   Renderer: NVIDIA GeForce RTX 3070 Ti Laptop GPU/PCIe/SSE2
[15:14:07] [info] HAZEL:   Version: 4.6.0 NVIDIA 517.00
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:12] [warning] HAZEL: Pixel data = 1036831949
[15:14:16] [trace] HAZEL: Deserializing scene 'Untitled'
[15:14:16] [trace] HAZEL: Deserialized entity with ID = 12837192831273, name = Top
[15:14:16] [trace] HAZEL: Deserialized entity with ID = 12837192831273, name = Camera
[15:14:16] [trace] HAZEL: Deserialized entity with ID = 12837192831273, name = Right
[15:14:16] [trace] HAZEL: Deserialized entity with ID = 12837192831273, name = Left2
[15:14:16] [trace] HAZEL: Deserialized entity with ID = 12837192831273, name = Top2
[15:14:16] [trace] HAZEL: Deserialized entity with ID = 12837192831273, name = Right2
[15:14:16] [trace] HAZEL: Deserialized entity with ID = 12837192831273, name = Left
[15:14:16] [warning] HAZEL: Pixel data = 1036831949
[15:14:16] [warning] HAZEL: Pixel data = 1036831949
[15:14:16] [warning] HAZEL: Pixel data = 1036831949
[15:14:17] [warning] HAZEL: Pixel data = 1036831949
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:17] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 50
[15:14:18] [warning] HAZEL: Pixel data = 1036831949
[15:14:18] [warning] HAZEL: Pixel data = 1036831949
[15:14:18] [warning] HAZEL: Pixel data = 1036831949
[15:14:18] [warning] HAZEL: Pixel data = 1036831949
[15:14:18] [warning] HAZEL: Pixel data = 1036831949
[15:14:18] [warning] HAZEL: Pixel data = 1036831949
[15:14:18] [warning] HAZEL: Pixel data = 1036831949
[15:14:18] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 1036831949
[15:14:19] [warning] HAZEL: Pixel data = 50
[15:14:19] [warning] HAZEL: Pixel data = 50
[15:14:19] [warning] HAZEL: Pixel data = 50
[15:14:19] [warning] HAZEL: Pixel data = 50
[15:14:19] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:20] [warning] HAZEL: Pixel data = 50
[15:14:21] [warning] HAZEL: Pixel data = 50
[15:14:21] [warning] HAZEL: Pixel data = 50
[15:14:21] [warning] HAZEL: Pixel data = 50
[15:14:21] [warning] HAZEL: Pixel data = 50
[15:14:21] [warning] HAZEL: Pixel data = 50
[15:14:21] [warning] HAZEL: Pixel data = 50
[15:14:21] [warning] HAZEL: Pixel data = 50
[15:14:21] [warning] HAZEL: Pixel data = 50
[15:14:21] [warning] HAZEL: Pixel data = 50
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:21] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 1036831949
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:22] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 50
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:23] [warning] HAZEL: Pixel data = 1036831949
[15:14:24] [warning] HAZEL: Pixel data = 1036831949
